SCAC,Company name,Country,Category
AEPH,AMERICA PACIFIC CONTAINER LINE INCORPORATED,USA,NVOCCs
AEYF,AMERICAS TRANS LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
AMCG,AMERICO TRUCKING INCORPORATED,USA,Other Players
ASLE,AMERITRANSPORT SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
APGY,AMEROPA MARKETING AND SALES AG,,Other Players
AXOG,AMEX LOGISTICS,,Mid-sized International Freight Forwarders
ABWL,AM GLOBAL PTE LIMITED,,Mid-sized International Freight Forwarders
ANTO,AM GLOBAL SHIPPING LINES COMPANY LIMITED,,NVOCCs
AMGH,AMG METALS INCORPORATED,USA,US Importer
AIQM,AMI GLOBAL LOGISTICS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
ANRM,"AMIN, MOHAMMAD SHAKIL",,Other Players
AHLC,AMISHLAND CANADA INCORPORATED,CANADA,Other Players
AMYW,AMISTAD DIRECT DELIVERY SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
AXMA,AMIX MARINE SERVICES LIMITED,,Other Players
APVR,AML GROUP SERVICES LIMITED,,Other Players
AAQR,AMN AQUARIUS INCORPORATED,USA,Other Players
AWNA,AMNAV LIMITED LIABILITY COMPANY,USA,Other Players
AMNB,A M N BULK CARRIERS INCORPORATED,USA,Other Players
AMOY,AMOY INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
ALCJ,AMPLIFY LOGISTICS GROUP,,Other Players
AMVW,AMP TRANSPORTS LIMITED LIABILITY COMPANY,USA,Other Players
AZXR,AMRIT SEAIR EXPRESS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
ACWE,AMS CONTAINER LINE INCORPORATED,USA,NVOCCs
AXSM,AMS EXPRESS INCORPORATED,USA,Mid-sized International Freight Forwarders
AWUI,AM TRANSWORLD INCORPORATED,USA,Mid-sized International Freight Forwarders
ANPW,A & M TRUCKING,,Other Players
AMWL,AM WORLD LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
ANSI,ANACAPA TRUCKING INCORPORATED,USA,Other Players
ANQI,ANA CARRIERS INCORPORATED,USA,Other Players
ATAR,ANADOLUHISARI TANKERCILIK A S,,Other Players
ALIK,ANA LINK LIMITED,,Mid-sized International Freight Forwarders
AGEL,ANANGEL MARITIME SERVICES INCORPORATED,USA,Other Players
AWUV,ANAPURNA SHIPPING PRIVATE LIMITED,India,Other Players
AMRT,ANARITA MARITIME LIMITED,,Other Players
AEBY,ANCHOR EXPRESS INCORPORATED,USA,Other Players
ANQE,ANCHOR LOGISTICS SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
AWZY,ANCHOR LOGISTICS SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
AIVI,ANCORA INVESTMENT TRUST INCORPORATED,USA,Other Players
ANCC,ANC-USA BRANCH LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
ANNA,ANDA LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
AQHD,ANDERSON CHB & TRANSPORTATION SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
ADFG,ANDERSON LOGISTICS INCORPORATED,USA,Other Players
ATAM,ANDERSON TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
ALUG,ANDES LOGISTICS USA LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
ANDE,"ANDINO SHIPPING, LIMITED LIABILITY COMPANY",USA,Other Players
AINL,ANDOFF INCORPORATED,USA,Other Players
ASHI,ANDRIAKI SHIPPING COMPANY LIMITED,,Other Players
ADRQ,ANDRIE INCORPORATED,USA,Other Players
ALNK,ANDROP LIMITED LIABILITY COMPANY,USA,Other Players
ACOA,ANG CORPORATION,,Other Players
ASZC,ANGELES SPECIALIZED CARRIERS INCORPORATED,USA,Other Players
ATUS,ANGELICA TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
AQSW,ANGELIQUE SHIPPING LIMITED,,Other Players
ANPF,ANGELL TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
AGBS,ANGELSTONE TOURNAMENTS INCORPORATED,USA,Other Players
AGXL,ANGIES IN THE CLOUDS INCORPORATED,USA,Other Players
ASMO,ANGIE'S TRANSPORT SERVICE INCORPORATED,USA,Other Players
AAYD,ANGLO AMERICAN SHIPPING PTE LIMITED,,Other Players
AGMR,ANGLO-EASTERN MANAGEMENT GROUP LIMITED,,Other Players
AKHB,ANIEK SHIPPING B V,,Other Players
AIFS,AN IMPACT TRANSPORT SERVICE,,Other Players
AWMA,ANITA MARINE LIMITED,,Other Players
ACHO,ANJI CEVA LOGISTICS COMPANY LIMITED,,Large International Freight Forwarders
AJVI,ANJI SHIPPING COMPANY LIMITED,,Other Players
AKIL,ANKER INTERNATIONAL LIMITED LIABILITY COMPANY,USA,US Importer
ANLC,ANL SINGAPORE PTE LIMITED,,Other Players
ANSM,ANOSIS MARITIME SA,,Other Players
ANOM,ANO TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
ANAQ,ANSAC,,Other Players
ANAY,ANTARCTICA SHIPPING COMPANY LIMITED,,Other Players
AMLU,ANTILLEAN MARINE SHIPPING CORPORATION,,Other Players
ANSN,ANTIOPEA SHIPPING CORPORATION,,Other Players
ANOW,ANTLINE CORPORATION,,Mid-sized International Freight Forwarders
ALTV,ANTONIS LIMITED,,Other Players
APKN,ANT POWER CROSS BORDER E-COMMERCE & LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
AYTD,ANY TIME EXPEDITING,,Other Players
AOCS,AO CONTAINER LINES INCORPORATED,USA,NVOCCs
AORF,AO FREIGHT CORPORATION,,Mid-sized International Freight Forwarders
AOWJ,A ONE (1) WORLDWIDE LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
AOCW,A ONE (A1) AUTO CARRIERS LIMITED LIABILITY COMPANY,USA,Other Players
ASOO,AO SHIPPING TRANSPORT CORPORATION,,Other Players
AJLD,AOT JAPAN LIMITED,,Mid-sized International Freight Forwarders
AOSG,APC POSTAL LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
AEXM,APEX BULK CARRIERS LIMITED LIABILITY COMPANY,USA,Other Players
APXS,APEX CARGO SERVICE COMPANY LIMITED,,Mid-sized International Freight Forwarders
APXL,APEX LOGISTICS INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
AMAW,APEX SHIPPING COMPANY,,Mid-sized International Freight Forwarders
APXJ,APEXX LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
APHV,APHILS TRANSPORTATION SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
APLL,APL LOGISTICS,,Large International Freight Forwarders
AXMW,APLOGEX LIMITED LIABILITY COMPANY,USA,Other Players
APAV,A PLUS (A+) LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
APBI,A-PLUS PROFESSIONAL TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
AOED,APO TRANSPORTATION INCORPORATED,USA,Other Players
ARFN,APPLE RIVER FISHING LIMITED,,Other Players
ASLD,APPLETON SHIPPING LIMITED,,Other Players
AUIV,APRILE USA INCORPORATED,USA,Mid-sized International Freight Forwarders
APZT,APRO TRANSPORT COMPANY,,Other Players
AWPS,AP SHIPPING INCORPORATED,USA,Other Players
APWF,APS LOGISTICS INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
APSL,APS LOGISTICS INTERNATIONAL (PVT) LIMITED,,Mid-sized International Freight Forwarders
AJPR,APS SOUTH EAST ASIA COMPANY LIMITED,,Mid-sized International Freight Forwarders
APSM,APS TRADE SERVICES INCORPORATED,USA,Other Players
AQEW,AQUA MARINE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
AQMW,AQUARIUS MARINE INCORPORATED,USA,Other Players
AQKO,AQUARIUS TANKER CORPORATION,,Other Players
AQUS,AQUASOURCE DRILLING LIMITED LIABILITY COMPANY,USA,Other Players
AQUM,AQUAVIAN FULFILLMENT INCORPORATED,USA,Other Players
AQAV,AQUAVITA INTERNATIONAL SA,,Other Players
AQLB,AQUILA LOGISTICS INCORPORATED,USA,Other Players
AMPW,ARAB MARITIME PETROLEUM TRANSPORT COMPANY (AMPTC),,Other Players
AREW,ARACON ENTERPRISES LIMITED LIABILITY COMPANY,USA,Other Players
AELQ,ARANJN ENTERPRISE LIMITED,,Other Players
AROS,ARASCO,,Other Players
ARMM,ARATOS MARITIME LIMITED,,Other Players
AIAH,ARC AIR LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
ACER,ARCA TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
ASTS,ARCA TRUCKING,,Other Players
AWLI,ARCA WORLD LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
ABFB,ARC BEST INTERNATIONAL INCORPORATED,USA,Large International Freight Forwarders
AGKT,ARC GLOBAL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
AMFE,ARCOLA MARINE LIMITED,,Other Players
ANFK,ARCTIC LNG 4 LIMITED,,Other Players
AGHQ,ARDENT GLOBAL LOGISTICS,,Mid-sized International Freight Forwarders
ADHQ,ARDMORE SHIPPING (BERMUDA) LIMITED,,Other Players
ARMW,ARENAS LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
AGOG,ARGOS GROUP INCORPORATED,USA,Mid-sized International Freight Forwarders
ARGJ,ARIEL LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
ARII,ARIMAR INTERNATIONAL SPA,,Mid-sized International Freight Forwarders
AVPW,ARISTON NAVIGATION CORPORATION,,Other Players
AKMI,ARKA GLOBAL MARINE SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
AKSW,ARKANSAS LIQUEFIED GAS COMPANY INCORPORATED,USA,Other Players
AXVJ,ARKAS CONTAINER TRANSPORT SA,,Other Players
ALBE,ARKAS LOGISTICS USA INCORPORATED,USA,Mid-sized International Freight Forwarders
AGWG,ARK GLOBAL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
AYQW,ARK LINE OVERSESAS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
AWSA,ARKLOW SHIPPING,,Other Players
ALIH,ARKMAN LOGISTICS INCORPORATED,USA,Other Players
ARRA,ARK SHIPPING INCORPORATED,USA,Other Players
ARPE,ARM & MANI INCORPORATED,USA,Other Players
AMUA,ARMOUR TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
ARFW,ARMS THIRTY THREE (33) TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
AMGQ,ARMSTRONG LOGISTIC INCORPORATED,USA,Other Players
AVEW,ARMVET LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
AMLL,ARNICA MARITIME LIMITED,,Other Players
ASUL,AROSA SHIPPING LIMITED,,Other Players
AIGP,ARPIN INTERNATIONAL GROUP,,Mid-sized International Freight Forwarders
AGIW,ARP LOGISTICS INCORPORATED,USA,Other Players
AVLC,ARRIVAL LOGISTICS INCORPORATED,USA,Other Players
AWKQ,ARROWLINK EXPRESS INCORPORATED,USA,Mid-sized International Freight Forwarders
AMDC,ARS MUTIARA SDN BHD,,Mid-sized International Freight Forwarders
AOOY,ARTE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
ABIA,ARTEMIS BROKERAGE INCORPORATED,USA,Other Players
ASHS,AR TRANS LIMITED LIABILITY COMPANY,USA,Other Players
ASMG,ARVIKA BIKE RACKS INCORPORATED,USA,Other Players
ARKV,ARVIKA SHIPPING LIMITED,,Other Players
AHIT,ASAHI TANKER,,Other Players
AAGP,A S A MANAGEMENT CORPORATION,,Other Players
AMMD,ASAN MERCHANT MARINE COMPANY LIMITED,,Other Players
ASAV,ASAP TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
ADXV,ASCEND EXPRESS AKA TRUBLUE GLOBAL INCORPORATED,USA,Other Players
AZGB,ASCENT GLOBAL LOGISTICS,,Large International Freight Forwarders
ASCH,A S C LINES,,NVOCCs
ADSH,A S D TRANS INCORPORATED,USA,Other Players
AAJD,ASE AIR SEA EXPRESS LIMITED,,Mid-sized International Freight Forwarders
ASYW,A S E TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
ASFN,ASF GLOBAL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
AFIO,ASF INCORPORATED,USA,Mid-sized International Freight Forwarders
AQSD,ASGL (CANADA) INCORPORATED,USA,Mid-sized International Freight Forwarders
AHPO,ASHIPNOW INCORPORATED,USA,Other Players
ACLR,ASHLEY CHARTERING LIMITED,,Other Players
AHIP,ASHORED INNOVATIONS,,Other Players
ASHN,ASH RIDE TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
AHNJ,ASHTON MARINE CORPORATION,,Other Players
AFRC,ASHWORTH FARM & RANCH,,Other Players
ABBP,ASIA BREAK BULK (SINGAPORE) PTE LIMITED,,Other Players
QAAW,ASIA DRAGON INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
ASJO,ASIA MARINE GROUP,,Other Players
AFCB,ASIA MARITIME PACIFIC CHARTERING LIMITED,,Other Players
AMQL,ASIA MARITIME PACIFIC (SINGAPORE) PTE LIMITED,,Other Players
AIAK,ASIA MASTER LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
AAEO,ASIANA EXPRESS CORPORATION,,Mid-sized International Freight Forwarders
AWSN,ASIAN WORLDWIDE SERVICES INDIA PVT LIMITED,India,Mid-sized Indian Freight Forwarders
ASGB,ASIAPAC GLOBAL FORWARDING (PRISM GLOBAL LIMITED),,Mid-sized International Freight Forwarders
ASIP,ASIA PACIFIC LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
ASZL,ASIA SHIPPING INTERNATIONAL TRANSPORT (SZ) LIMITED,,Mid-sized International Freight Forwarders
AHGA,ASIA SHIPPING USA INCORPORATED,USA,Mid-sized International Freight Forwarders
QAGA,ASIATIC LLOYD MARITIME LLP,,Other Players
AJVC,ASIATRANS VIETNAM CORPORATION,,Mid-sized International Freight Forwarders
ASKJ,ASIK INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
AAWM,ASL ASIA LIMITED,,Mid-sized International Freight Forwarders
AGAT,ASL GLOBAL USA LOGISTICS CORPORATION,,Mid-sized International Freight Forwarders
ASMB,ASL LOGISTICS CMB PVT LIMITED,India,Mid-sized International Freight Forwarders
ASQN,ASL LOGISTICS INCORPORATED,USA,Other Players
AUCN,ASLO USA CORPORATION,,Mid-sized International Freight Forwarders
ASMJ,ASMAN LOGISTICS INCORPORATED,USA,Other Players
ASZW,ASMARA SERVICES S DE RL,,Other Players
ASMS,ASML US INCORPORATED,USA,Other Players
ASON,ASO LOGISTICS,,Other Players
AUSR,A-SONIC LOGISTICS (USA) INCORPORATED,USA,Mid-sized International Freight Forwarders
ASPA,ASPEN MARITIME CORPORATION,,Other Players
AHPD,ASPHALT CHARIOT TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
APHL,ASPHALTOS TRADE S A,,Other Players
AQBG,ASSEMBLE LOGISTICS,,Other Players
ASVB,A & S SERVICES GROUP LIMITED LIABILITY COMPANY (GP ALBOIN),USA,Other Players
AUVT,ASSOCIATED CONTAINER LINE PVT LIMITED,India,NVOCCs
AMQK,ASSOCIATED MARITIME COMPANY (HONG KONG) LIMITED,,Other Players
AANH,ASSTRA NY,,Mid-sized International Freight Forwarders
ARGR,ASSURANCE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
ASLL,A-STAR LOGISTICS USA INCORPORATED,USA,Mid-sized International Freight Forwarders
ASQR,ASTRACON,,Other Players
ASZQ,ASTRAL FREIGHT SERVICES,,Mid-sized International Freight Forwarders
ASOM,ASTRA SHIPMANAGEMENT INCORPORATED,USA,Other Players
AWNC,ASTRA TWO (2) LIMITED,,Other Players
AOHW,ASTRON SHIPMANAGEMENT S A,,Other Players
AQTY,ATA FREIGHT LINE LIMITED,,NVOCCs
AAAI,AT ASIA COMPANY LIMITED,,Mid-sized International Freight Forwarders
ATNQ,ATA TRANSPORT INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
AAAG,ATC LOGISTICS INCORPORATED,USA,Other Players
ANEO,AT CONTAINER LINE LIMITED,,NVOCCs
ATEB,ATE LOGISTIC COMPANY LIMITED,,Mid-sized International Freight Forwarders
APRJ,ATHARVA SHIPPING PVT LIMITED,India,Mid-sized Indian Freight Forwarders
AMPK,ATHEMAR MARITIME SA,,Other Players
AHSW,ATHENA SHIPPING,,Other Players
ATZJ,ATL,,Mid-sized International Freight Forwarders
ATNS,ATLANSHIP S A,,Other Players
ADPB,ATLANTA DISPATCH LIMITED LIABILITY COMPANY,USA,Other Players
ABCI,ATLANTIC BULK CARRIERS MANAGEMENT LIMITED,,Other Players
ANKW,ATLANTIC COAL AND BULK LIMITED,,Other Players
ACLU,ATLANTIC CONTAINER LINE AB,,Other Players
AENA,ATLANTIC EASTERN NAVIGATION DMCC,,Other Players
AGHL,ATLANTIC GATE US INCORPORATED (CONTAINER LINE),USA,NVOCCs
AFWF,ATLANTIC GLOBAL FORWARDING LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
AHMO,ATLANTIC (HELLAS) MARITIME COMPANY,,Other Players
ALGN,ATLANTIC LLOYD GMBH & COMPANY KG,,Other Players
ACMI,ATLANTIC MARINE SERVICES INCORPORATED,USA,Other Players
AMHO,ATLANTIC METHANOL PRODUCTION COMPANY,,Other Players
ATOL,ATLANTIC OCEAN LINE LIMITED,,NVOCCs
AQPL,ATLANTIC PACIFIC LINES,,NVOCCs
ARRJ,ATLANTIC RO-RO CARRIERS INCORPORATED,USA,Other Players
ALNJ,ATLANTIC SHIP AGENCIES INCORPORATED,USA,Other Players
ASFH,ATLANTIC SHIPPING COMPANY INCORPORATED,USA,Other Players
ATLK,ATLANTIK DENIZCILIK TICADET VE SANAYI A S,,Other Players
AKAP,ATLANTSKA PLOVIDBA,,Other Players
AGJD,ATLAS GLOBAL SHIPPING LINE LIMITED,,NVOCCs
ATLL,ATLAS LINE,,NVOCCs
AQLV,ATLAS LOGISTICS PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
ASMW,ATLAS MARITIME LIMITED,,Other Players
AWVW,ATLAS MARITIME SHIPMANAGEMENT LIMITED,,Other Players
AUAC,ATLAS WORLDWIDE LOGISTIC INCORPORATED,USA,Mid-sized International Freight Forwarders
ACLW,ATM CARRIERS LIMITED LIABILITY COMPANY,USA,Other Players
ANHB,A TO B TRANS INCORPORATED,USA,Other Players
ASHR,ATREUS SHIPPING LIMITED,,Other Players
AWAG,"ATWAL, A HOLDINGS GROUP INCORPORATED",USA,Other Players
ATGI,A TWO S (A2S) LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
ATGA,A TWO Z (A2Z) LOGISTICS INDIA PVT LIMITED,India,Mid-sized Indian Freight Forwarders
ATXK,ATX INTERNATIONAL SRL,,Mid-sized International Freight Forwarders
AUBP,ATX TRUCKING CORPORATION,,Other Players
AYSH,AT YOUR SERVICE TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
ATZC,ATZ SHIPPING TRADE & TRANSPORT PVT LIMITED,India,Mid-sized Indian Freight Forwarders
ABWN,AUG BOLTEN WM MILLERS NACHFOLGER (GMBH & COMPANY) KG,,Other Players
AUGE,AUGUSTA DUE SRL,,Other Players
ASLN,AUGUSTA SHIPPING LP,,Other Players
AOYM,AUGUSTEA OCEANBULK MARITIME MALTA LIMITED,,Other Players
AURI,AURORA INVESTMENTS INCORPORATED,USA,Other Players
AUNK,AURORA TANKERS INTERNATIONAL LIMITED,,Other Players
AUAQ,AUSCA SHIPPING LIMITED,,Other Players
AUSW,AUSTRAL ASIA LINE PTE LIMITED,,Other Players
AULO,AUSTROMAR LOGISTICS USA LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
AOAE,AUSTROMAR OBCHODNI A DOPRAVNI SPOL S R O,,Mid-sized International Freight Forwarders
APSC,AUTOCARGA PELUSQUI SA DE CV,,Other Players
AGBQ,AUTOGLOBAL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
AYHH,AUTO INTERNATIONAL COMPANY LIMITED,,Other Players
ANCJ,AUTOLINEAS CG,,Other Players
FRCT,AUTOMOBILE F DUBEAU,,Other Players
ASGC,AUTOMOTIVE SERVICES COMPANY,,Other Players
AUNS,AUTO NATION AUTO SALES (TODD RESLER),,Other Players
ACIE,AUTONETWORKUSA.COM INCORPORATED,USA,Other Players
APCA,AUTOTRANSPORTES TOCA SA DE CV,,Other Players
AUPV,AUXIN SHIPPING PVT LIMITED,India,Mid-sized Indian Freight Forwarders
AGAD,AVANCE GAS,,Other Players
AVIT,AVANTI TRANSPORT SERVICES INCORPORATED,USA,Other Players
AVXA,AVENEX COATING TECHNOLOGIES SC CORPORATION,,Other Players
AVXR,AVERITT EXPRESS INCORPORATED,USA,Other Players
AVJP,AVERTON BULK SA,,Other Players
AVKB,AVERTON BULK SP Z O O,,Other Players
AVCP,AVIN INTERNATIONAL S A,,Other Players
AWVM,AVIOMAR S A S EXPRESOS AEREOS Y MARITIMOS,,Mid-sized International Freight Forwarders
AVAM,AVOCA MARITIME CORPORATION LIMITED,,Other Players
AUAF,AVONTUUR SHIPPING COMPANY LIMITED,,Other Players
AVJE,AVRA SPECIAL MARITIME ENTERPRISES,,Other Players
AWIW,AWICE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
AWIL,AWILCO ECO TANKERS HOLDING AS,,Other Players
AILG,AWILCO LNG,,Other Players
AWOS,AWOT GLOBAL LOGISTICS GROUP,,Mid-sized International Freight Forwarders
AVCN,AWS VIETNAM COMPANY LIMITED,,Mid-sized International Freight Forwarders
AYDK,AYDEN TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
AYBC,AYE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
AYCN,AYS TRANSPORT LIMITED,,Other Players
AYNB,A YUAN INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
ALCH,AZAMON LOGISTICS,,Other Players
ADLN,AZ & D LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
ANKS,AZEBAN LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
AEFJ,AZ EXPRESS FREIGHT INCORPORATED,USA,Other Players
AZMA,AZTEC MARINE AGENCIES INCORPORATED,USA,Other Players
BFLM,B-52 LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
BVGQ,BACH VIET GROUP,,Mid-sized International Freight Forwarders
BAFC,BACKROAD CARRIERS LIMITED LIABILITY COMPANY,USA,Other Players
BHFW,BAHAMAS FERRIES LIMITED,,Other Players
BHML,BAHRMAN TRUCKING,,Other Players
BYMT,"BAILEY, M L LOGISTICS",,Other Players
BIJL,BAIMA INTERNATIONAL LOGISTICS (SHANGHAI) COMPANY LIMITED,,Mid-sized International Freight Forwarders
BAIM,BAISCON SUPPLY CHAIN(QINGDAO) COMPANY LIMITED,,Mid-sized International Freight Forwarders
BCVW,BAISHIYUNDA LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
BJBC,BAJA BULK CARRIERS S A,,Other Players
BJFL,BAJA FERRIES USA INCORPORATED,USA,Other Players
BHSC,BAJA HIDRAULICOS SA DE CV,,Other Players
BJCH,BALAJI SHIPPING UK LIMITED,,NVOCCs
BANR,BAL CONTAINER LINE,,NVOCCs
BLCS,"BALDWIN, BRIAN NADINE",,Other Players
BCGO,BALEARIA CARIBBEAN LIMITED CORPORATION,,Other Players
BALG,"BALGUERIE, ALFRED S A-TRANSO",,Mid-sized International Freight Forwarders
BAQK,BALQEES LOGISTICS INCORPORATED,USA,Other Players
BZHC,BALTIC BREEZE SHIPPING COMPANY,,Other Players
BRFP,BALTIC REEFERS GROUP LIMITED,,Other Players
BNVA,BALTNAV A/S,,Other Players
BWSC,BAMBARGER WRECKER SERVICE INCORPORATED,USA,Other Players
BSYQ,BAND SUPPLY CHAIN LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
BDHV,BANDURA SHIPPING CV,,Other Players
BIIH,BAOCHUN INTERNATIONAL LOGISTICS(SHENZHEN)COMPANY LIMITED,,Mid-sized International Freight Forwarders
BRAK,BARAKA TRADING LIMITED LIABILITY COMPANY,USA,US Importer
BSMG,BARBER SHIP MANAGEMENT GERMANY GMBH & COMPANY KG,,Other Players
BAVS,"BARCUS TRANSIT,LIMITED LIABILITY COMPANY",USA,Other Players
BASG,BARE TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
BKGA,BARKLAYS LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
BARS,BARSAN INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
BPAR,BARSKA PLOVIDBA AD BAR,,Other Players
BRHI,BARU DELTA MARITIME INCORPORATED,USA,Other Players
BNWQ,BARUN LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
BSYD,BASHI SUPPLY CHAIN (SHENZHEN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
BSYL,BA-SHI YUEXIN LOGISTICS DEVELOPMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
BAUT,BATI LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
BAUR,BAUMARINE AS,,Other Players
BXGL,BAX GLOBAL,,Large International Freight Forwarders
BXTR,BAXTER TRADING INCORPORATED,USA,US Importer
BYKD,BAYAKA S DE R L,,Other Players
BAYD,BAYCHEER INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
BAYV,"BAYMAX INTERNATIONAL LOGISTICS COMPANY.,LIMITED",,Mid-sized International Freight Forwarders
BTWY,BAY TWO BAY (BAY2BAY),,Other Players
BSCM,BAYVIEW SHIPPING COMPANY S A,,Other Players
BBCF,B & B CARRIERS INCORPORATED,USA,Other Players
BBHY,BBC CHARTERING CARRIERS GMBH & COMPANY KG,,Other Players
BBCH,BBC CHARTERING & LOGISTIC GMBH & COMPANY KG,,Other Players
BBCY,BBC FREIGHT LINE INCORPORATED,USA,Other Players
